grp,y,cens,pred,c1,c10,day,cbt,pm
G202605251012,0.0,False,-0.06599062068889949,0.877414053058867,5.13575557995661,2026-05-25,0.0,-0.14096792646966316
G202605251026,0.0,False,0.3438867024465887,0.877414053058867,5.13575557995661,2026-05-25,0.0,1.2074287899279694
G202605251035,0.0,False,0.24103223452227493,0.877414053058867,5.13575557995661,2026-05-25,0.0,0.7419361598516465
G202605251045,0.0,False,0.33410400372751975,0.877414053058867,5.13575557995661,2026-05-25,0.0,1.1582612021216403
G202605251055,0.0,False,0.2688766388720071,0.877414053058867,5.13575557995661,2026-05-25,0.0,0.8572768216161473
G202605251107,0.0,False,0.38677843218940683,0.877414053058867,5.13575557995661,2026-05-25,0.0,1.436567416328153
G202605251116,0.7781512503836436,False,1.1409676841004686,0.877414053058867,5.13575557995661,2026-05-25,5.0,12.834634314775808
G202605251130,0.0,False,0.4898647165529352,0.877414053058867,5.13575557995661,2026-05-25,0.0,2.0893329503070657
G202605251142,0.0,False,0.4556894903279005,0.877414053058867,5.13575557995661,2026-05-25,0.0,1.8555481679519752
G202605260943,0.6020599913279624,False,0.25737776883361235,1.2405555913087043,15.015370832094582,2026-05-26,3.0,0.80874677105998
G202605260951,0.0,False,0.16878894197213812,1.2405555913087043,15.015370832094582,2026-05-26,0.0,0.47498954502391433
G202605261000,0.0,False,0.055818569061304765,1.2405555913087043,15.015370832094582,2026-05-26,0.0,0.1371521297071554
G202605261007,0.3010299956639812,False,0.15941092206219368,1.2405555913087043,15.015370832094582,2026-05-26,1.0,0.4434805023152466
G202605261017,0.0,False,-0.035951076354904576,1.2405555913087043,15.015370832094582,2026-05-26,0.0,-0.07944673297419469
G202605261044,1.5314789170422551,False,0.8825420815646525,1.2405555913087043,15.015370832094582,2026-05-26,33.0,6.630308225068037
G202605261052,0.0,False,0.7780035033217607,1.2405555913087043,15.015370832094582,2026-05-26,0.0,4.99795914607577
G202605270836,0.0,False,-0.06835270675258087,5.903699652085058,5.903699652085058,2026-05-27,0.0,-0.14562743678540402
G202605270845,0.0,False,0.20024745965130056,5.903699652085058,5.903699652085058,2026-05-27,0.0,0.5857965170269994
G202605270853,0.0,False,-0.017713817144286437,5.903699652085058,5.903699652085058,2026-05-27,0.0,-0.039966953136366556
G202605270903,0.0,False,0.15039763750698373,5.903699652085058,5.903699652085058,2026-05-27,0.0,0.41383144805508243
G202605270920,0.0,False,1.2543581061645674,5.903699652085058,5.903699652085058,2026-05-27,0.0,16.962141204902625
G202605270930,0.0,False,-0.024832340178354173,5.903699652085058,5.903699652085058,2026-05-27,0.0,-0.05557459770475737
G202605270939,0.0,False,0.1520584113037846,5.903699652085058,5.903699652085058,2026-05-27,0.0,0.419248393500391
G202605270954,0.0,False,0.10273373694539217,5.903699652085058,5.903699652085058,2026-05-27,0.0,0.2668749151369927
G202605280814,0.0,False,0.18465863756926754,1.2877670893023185,3.7934758370346042,2026-05-28,0.0,0.529884475217169
G202605280903,0.0,False,-0.2831864348733081,1.2877670893023185,3.7934758370346042,2026-05-28,0.0,-0.4790289804694956
G202605280911,0.7781512503836436,False,0.04503759499234514,1.2877670893023185,3.7934758370346042,2026-05-28,5.0,0.10927083587824571
G202605280952,0.0,False,0.6158047953205223,1.2877670893023185,3.7934758370346042,2026-05-28,0.0,3.1286188902251624
G202605290843,2.0043213737826426,True,0.6014090729630266,1.1694781388646458,2.3429189109072417,2026-05-29,100.00000000000001,2.994009310833278
G202605290854,2.0043213737826426,True,1.9590474941266054,1.1694781388646458,2.3429189109072417,2026-05-29,100.00000000000001,90.00127855228524
G202605290901,2.0043213737826426,True,1.8374179558828718,1.1694781388646458,2.3429189109072417,2026-05-29,100.00000000000001,67.7729978516772
G202605290928,2.0043213737826426,True,1.791369423869904,1.1694781388646458,2.3429189109072417,2026-05-29,100.00000000000001,60.85423270173423
G202605290936,2.0043213737826426,True,1.4711101782297467,1.1694781388646458,2.3429189109072417,2026-05-29,100.00000000000001,28.587629939813404
G202605290948,2.0043213737826426,True,2.0043213737826426,1.1694781388646458,2.3429189109072417,2026-05-29,100.00000000000001,100.00000000000001
G202605301205,2.0043213737826426,True,2.0043213737826426,1.1355639309949503,2.336273964873958,2026-05-30,100.00000000000001,100.00000000000001
G202605301221,2.0043213737826426,True,0.8546899087773971,1.1355639309949503,2.336273964873958,2026-05-30,100.00000000000001,6.156322581408277
G202605301228,2.0043213737826426,True,0.8720952762287009,1.1355639309949503,2.336273964873958,2026-05-30,100.00000000000001,6.448953723384635
