bag_id,barcode,soak_id,n_readings,mon2,tof,Tch,temp_diag,T_channel,sig,sig_T,reading_offset_min,status,site,water_type,cbt,censored,t_utc,b_T,day,baseline,baseline_day,baseline_age_days,sig_TD,sample_group
B202606021035,50065,S060,3,506.0,48.0,41.719513,41.719513,temperature (board),5.817111159963204,6.284080689463204,0.04616666666666667,paired,,Source (untreated),100.0,True,2026-06-02 10:35:00+00:00,-0.0215,2026-06-02,5.288714398982721,2026-06-02,0,0.995366290480483,G202606021035
B202606040845,50053,S067,1,788.0,32.0,34.75,35.38498,sipm_temperature,6.42648845745769,6.74361345745769,2.7200520833333335,paired,,Treated,0.0,False,2026-06-04 08:45:00+00:00,-0.0215,2026-06-04,6.74361345745769,2026-06-04,0,0.0,G202606040845
B202606040845,50065,S067,4,257.5,39.0,37.822113,37.822113,temperature (board),4.471622466566395,4.854797896066395,-0.170675,paired,,Treated,0.0,False,2026-06-04 08:45:00+00:00,-0.0215,2026-06-04,4.95988224406134,2026-06-04,0,-0.10508434799494548,G202606040845
B202606040902,50053,S068,1,754.0,32.0,35.515625,35.66696,sipm_temperature,6.369900982828227,6.703486920328227,-2.27734375,paired,,Treated,0.0,False,2026-06-04 09:02:00+00:00,-0.0215,2026-06-04,6.74361345745769,2026-06-04,0,-0.04012653712946346,G202606040902
B202606040902,50065,S068,3,253.0,39.0,38.859406,38.859406,temperature (board),4.418840607796598,4.824317836796598,0.3057666666666667,paired,,Treated,0.0,False,2026-06-04 09:02:00+00:00,-0.0215,2026-06-04,4.95988224406134,2026-06-04,0,-0.1355644072647424,G202606040902
B202606040954,50053,S069,1,398.0,343.0,34.09375,34.788284,sipm_temperature,5.429345628954441,5.732361253954441,-0.25996095,paired,,Source (untreated),100.0,True,2026-06-04 09:54:00+00:00,-0.0215,2026-06-04,6.74361345745769,2026-06-04,0,-1.0112522035032496,G202606040954
B202606040954,50065,S069,2,289.0,341.0,36.804962,36.804962,temperature (board),4.774013078831528,5.1353197618315285,0.7223416666666667,paired,,Source (untreated),100.0,True,2026-06-04 09:54:00+00:00,-0.0215,2026-06-04,4.95988224406134,2026-06-04,0,0.17543751777018812,G202606040954
B202606040956,50065,S069,4,332.5,327.0,36.804962,36.804962,temperature (board),5.07152774113224,5.43283442413224,-0.3052583333333333,paired,,Source (untreated),100.0,True,2026-06-04 09:56:00+00:00,-0.0215,2026-06-04,4.95988224406134,2026-06-04,0,0.4729521800708998,G202606040954
B202606040958,50065,S069,4,439.5,313.5,37.304718,37.304718,temperature (board),5.593943802987339,5.96599523998734,-0.3563166666666667,paired,,Source (untreated),100.0,True,2026-06-04 09:58:00+00:00,-0.0215,2026-06-04,4.95988224406134,2026-06-04,0,1.0061129959259993,G202606040954
B202606020748,50065,S052,4,310.0,40.0,32.950348,32.950348,temperature (board),4.94161691175443,5.230725955989715,-0.11091666666666666,paired,Turkana.Loima.Turkwel.Lorgum.100m near church.Concrete fixed public stand Tap 2,Treated,0.0,False,2026-06-02 07:48:00+00:00,-0.0215,2026-06-02,5.288714398982721,2026-06-02,0,-0.05798844299300665,G202606020748
B202606020800,50065,S053,4,324.5,39.0,37.528793,37.528793,temperature (board),5.040146964320986,5.4170160138209855,-0.14125833333333337,paired,Turkana.Loima.Turkwel.Lorgum.100m near church.Concrete fixed public stand Tap 2,Treated,0.0,False,2026-06-02 08:00:00+00:00,-0.0215,2026-06-02,5.288714398982721,2026-06-02,0,0.1283016148382643,G202606020800
B202606020818,50065,S054,4,262.5,44.0,36.103775,36.103775,temperature (board),4.527194035101148,4.880949670851148,-0.13684999999999997,paired,Turkana.Loima.Turkwel.Lorgum.Aqutab inline chlorine unit,Treated,0.0,False,2026-06-02 08:18:00+00:00,-0.0215,2026-06-02,5.288714398982721,2026-06-02,0,-0.40776472813157305,G202606020818
B202606020843,50065,S055,3,314.0,40.0,38.129272,38.129272,temperature (board),4.969813299576001,5.359592647576001,0.30791666666666667,paired,,Treated,0.0,False,2026-06-02 08:43:00+00:00,-0.0215,2026-06-02,5.288714398982721,2026-06-02,0,0.07087824859327974,G202606020843
B202606020904,50065,S056,4,301.5,39.5,37.00638,37.00638,temperature (board),4.878652521179023,5.2442896911790235,-0.22494166666666668,paired,Turkana.Loima.Turkwel.Lorgum.East of treatement.Concrete fixed Public Stand Tap 4,Treated,0.0,False,2026-06-02 09:04:00+00:00,-0.0215,2026-06-02,5.288714398982721,2026-06-02,0,-0.04442470780369767,G202606020904
B202606020916,50065,S057,4,296.5,39.5,37.348785,37.348785,temperature (board),4.840172000610959,5.213170878110959,-0.23739166666666667,paired,Turkana.Loima.Turkwel.Lorgum.Nearest to 32m3 steel tank.Concrete fixed Public Stand Tap 1,Treated,0.0,False,2026-06-02 09:16:00+00:00,-0.0215,2026-06-02,5.288714398982721,2026-06-02,0,-0.0755435208717623,G202606020916
B202606021016,50065,S058,4,315.5,40.5,39.322662,39.322662,temperature (board),4.97988668177336,5.39532391477336,-0.3302333333333334,paired,Turkana.Loima.Turkwel.Lorgum.Behind grass roof house.Concrete fixed Public Stand Tap 3,Treated,0.0,False,2026-06-02 10:16:00+00:00,-0.0215,2026-06-02,5.288714398982721,2026-06-02,0,0.10660951579063838,G202606021016
B202606021028,50065,S059,3,311.0,40.0,38.579926,38.579926,temperature (board),4.948759890378168,5.348228299378168,0.13403333333333334,paired,Turkana.Loima.Turkwel.Lorgum.100m near church.Concrete fixed public stand Tap 2,Treated,0.0,False,2026-06-02 10:28:00+00:00,-0.0215,2026-06-02,5.288714398982721,2026-06-02,0,0.05951390039544702,G202606021028
B202606021030,50065,S059,4,304.5,40.0,38.579926,38.579926,temperature (board),4.90155728919467,5.31804991419467,-0.35375833333333334,paired,Turkana.Loima.Turkwel.Lorgum.100m near church.Concrete fixed public stand Tap 2,Treated,0.0,False,2026-06-02 10:30:00+00:00,-0.0215,2026-06-02,5.288714398982721,2026-06-02,0,0.029335515211949215,G202606021028
B202606030843,50053,S062,1,715.0,29.0,35.03125,35.868378,sipm_temperature,6.300785794663244,6.623957669663244,3.4418619666666666,paired,Turkana.Turkana West.Kakuma.Nakoyo.100m from the Tank.Public Stand Tap 2,Treated,0.0,False,2026-06-03 08:43:00+00:00,-0.0215,2026-06-03,6.685733502654843,2026-06-03,0,-0.06177583299159917,G202606030843
B202606030843,50065,S062,3,324.0,39.0,40.98938,40.98938,temperature (board),5.0369526024136295,5.488224272413629,0.9041166666666667,paired,Turkana.Turkana West.Kakuma.Nakoyo.100m from the Tank.Public Stand Tap 2,Treated,0.0,False,2026-06-03 08:43:00+00:00,-0.0215,2026-06-03,5.302452820666775,2026-06-03,0,0.18577145174685405,G202606030843
B202606030846,50053,S062,1,715.0,29.0,35.03125,35.868378,sipm_temperature,6.300785794663244,6.623957669663244,0.44186196666666666,paired,Turkana.Turkana West.Kakuma.Nakoyo.100m from the Tank.Public Stand Tap 2,Treated,0.0,False,2026-06-03 08:46:00+00:00,-0.0215,2026-06-03,6.685733502654843,2026-06-03,0,-0.06177583299159917,G202606030843
B202606030846,50065,S062,2,333.0,39.0,42.337616,42.337616,temperature (board),5.093580801795185,5.573839545795185,-0.6232666666666666,paired,Turkana.Turkana West.Kakuma.Nakoyo.100m from the Tank.Public Stand Tap 2,Treated,0.0,False,2026-06-03 08:46:00+00:00,-0.0215,2026-06-03,5.302452820666775,2026-06-03,0,0.27138672512840945,G202606030843
B202606030911,50053,P50053-06030913,1,715.0,30.0,37.367188,38.21991,sipm_temperature,6.300785794663244,6.674180336663244,2.00234375,paired (partner soak),Turkana.Turkana West.Kakuma.Nakoyo.500m East.Public Stand Tap 3,Treated,0.0,False,2026-06-03 09:11:00+00:00,-0.0215,2026-06-03,6.685733502654843,2026-06-03,0,-0.011553165991599279,G202606030911
B202606030914,50053,P50053-06030913,1,715.0,30.0,37.367188,38.21991,sipm_temperature,6.300785794663244,6.674180336663244,-0.99765625,paired (partner soak),Turkana.Turkana West.Kakuma.Nakoyo.500m East.Public Stand Tap 3,Treated,0.0,False,2026-06-03 09:14:00+00:00,-0.0215,2026-06-03,6.685733502654843,2026-06-03,0,-0.011553165991599279,G202606030911
B202606030931,50053,S063,1,735.0,29.0,36.765625,37.2657,sipm_temperature,6.336825731146441,6.697286668646441,0.013802083333333333,paired,Turkana.Turkana West. Kakuma.Nakoyo.Adjacent to 5m3 PVC tank.Public Tap Stand 4,Treated,0.0,False,2026-06-03 09:31:00+00:00,-0.0215,2026-06-03,6.685733502654843,2026-06-03,0,0.01155316599159839,G202606030931
B202606030931,50065,S063,3,279.0,41.0,37.7919,37.7919,temperature (board),4.6913478822291435,5.073873732229144,-0.11605,paired,Turkana.Turkana West. Kakuma.Nakoyo.Adjacent to 5m3 PVC tank.Public Tap Stand 4,Treated,0.0,False,2026-06-03 09:31:00+00:00,-0.0215,2026-06-03,5.302452820666775,2026-06-03,0,-0.2285790884376313,G202606030931
B202606030933,50053,S063,1,735.0,29.0,36.765625,37.2657,sipm_temperature,6.336825731146441,6.697286668646441,-1.9861979166666666,paired,Turkana.Turkana West. Kakuma.Nakoyo.Adjacent to 5m3 PVC tank.Public Tap Stand 4,Treated,0.0,False,2026-06-03 09:33:00+00:00,-0.0215,2026-06-03,6.685733502654843,2026-06-03,0,0.01155316599159839,G202606030931
B202606030933,50065,S063,1,279.0,41.0,37.7919,37.7919,temperature (board),4.6913478822291435,5.073873732229144,-1.1172833333333334,paired,Turkana.Turkana West. Kakuma.Nakoyo.Adjacent to 5m3 PVC tank.Public Tap Stand 4,Treated,0.0,False,2026-06-03 09:33:00+00:00,-0.0215,2026-06-03,5.302452820666775,2026-06-03,0,-0.2285790884376313,G202606030931
B202606030958,50053,P50053-06031001,1,769.0,30.0,34.5625,35.14328,sipm_temperature,6.395261598115449,6.708355348115449,3.0318359333333333,paired (partner soak),Turkana.Turkana West.Kakuma.Nakoyo.Public Stand Tap 6,Treated,0.0,False,2026-06-03 09:58:00+00:00,-0.0215,2026-06-03,6.685733502654843,2026-06-03,0,0.022621845460606416,G202606030958
B202606040811,50053,S064,1,795.0,33.0,33.796875,34.58435,sipm_temperature,6.437751649736401,6.734384462236401,0.7151692666666667,paired,Turkana.Turkana South. Lokichar. Kimabur.Kimabur school.Public Stand Tap 1,Treated,0.0,False,2026-06-04 08:11:00+00:00,-0.0215,2026-06-04,6.74361345745769,2026-06-04,0,-0.009228995221289615,G202606040811
B202606040811,50065,S064,3,294.0,39.0,37.603058,37.603058,temperature (board),4.820281565605037,5.198747312605037,0.3401666666666667,paired,Turkana.Turkana South. Lokichar. Kimabur.Kimabur school.Public Stand Tap 1,Treated,0.0,False,2026-06-04 08:11:00+00:00,-0.0215,2026-06-04,4.95988224406134,2026-06-04,0,0.2388650685436966,G202606040811
B202606040827,50053,S065,1,811.0,32.0,33.78125,34.04808,sipm_temperature,6.46302945692067,6.75932633192067,2.718619783333333,paired,Turkana.Turkana South.Lokichar.Kimabur.Concrete fixed Public Stand Tap 3,Treated,0.0,False,2026-06-04 08:27:00+00:00,-0.0215,2026-06-04,6.74361345745769,2026-06-04,0,0.015712874462979975,G202606040827
B202606040827,50065,S065,3,269.0,39.0,36.731964,36.731964,temperature (board),4.59511985013459,4.95485707613459,0.34195,paired,Turkana.Turkana South.Lokichar.Kimabur.Concrete fixed Public Stand Tap 3,Treated,0.0,False,2026-06-04 08:27:00+00:00,-0.0215,2026-06-04,4.95988224406134,2026-06-04,0,-0.005025167926750562,G202606040827
B202606040813,50053,S064,1,795.0,33.0,33.796875,34.58435,sipm_temperature,6.437751649736401,6.734384462236401,-1.2848307333333333,paired,Turkana.Turkana South. Lokichar. Kimabur.Kimabur school.Public Stand Tap 1,Treated,0.0,False,2026-06-04 08:13:00+00:00,-0.0215,2026-06-04,6.74361345745769,2026-06-04,0,-0.009228995221289615,G202606040811
B202606040813,50065,S064,3,296.0,39.0,37.603058,37.603058,temperature (board),4.836281906951478,5.214747653951478,-0.6610333333333334,paired,Turkana.Turkana South. Lokichar. Kimabur.Kimabur school.Public Stand Tap 1,Treated,0.0,False,2026-06-04 08:13:00+00:00,-0.0215,2026-06-04,4.95988224406134,2026-06-04,0,0.2548654098901375,G202606040811
B202606040829,50053,S065,1,811.0,32.0,33.78125,34.04808,sipm_temperature,6.46302945692067,6.75932633192067,0.7186197833333333,paired,Turkana.Turkana South.Lokichar.Kimabur.Concrete fixed Public Stand Tap 3,Treated,0.0,False,2026-06-04 08:29:00+00:00,-0.0215,2026-06-04,6.74361345745769,2026-06-04,0,0.015712874462979975,G202606040827
B202606040829,50065,S065,4,270.0,39.0,36.731964,36.731964,temperature (board),4.605170185988092,4.964907411988092,-0.16005833333333333,paired,Turkana.Turkana South.Lokichar.Kimabur.Concrete fixed Public Stand Tap 3,Treated,0.0,False,2026-06-04 08:29:00+00:00,-0.0215,2026-06-04,4.95988224406134,2026-06-04,0,0.00502516792675145,G202606040827
B202606040833,50053,S066,1,1289.0,31.0,34.0625,34.393005,sipm_temperature,7.020190708311925,7.322534458311925,2.7172526,paired,Turkana.Turkana South.Lokichar.Kimabur.Concrete fixed Public Stand Tap 3,Treated,0.0,False,2026-06-04 08:33:00+00:00,-0.0215,2026-06-04,6.74361345745769,2026-06-04,0,0.5789210008542351,G202606040833
B202606040833,50065,S066,3,277.0,39.0,38.381042,38.381042,temperature (board),4.672828834461906,5.068021237461906,0.3277333333333334,paired,Turkana.Turkana South.Lokichar.Kimabur.Concrete fixed Public Stand Tap 3,Treated,0.0,False,2026-06-04 08:33:00+00:00,-0.0215,2026-06-04,4.95988224406134,2026-06-04,0,0.10813899340056565,G202606040833
B202606090654,50053,S070,1,646.0,40.0,29.382812,29.392853,sipm_temperature,6.16541785423142,6.3671483122314205,3.8245442666666665,paired,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),0.0,False,2026-06-09 06:54:00+00:00,-0.0215,2026-06-09,6.8294207694409215,2026-06-09,0,-0.46227245720950094,G202606090654
B202606090654,50065,S070,1,285.0,41.0,31.555573,31.555573,temperature (board),4.74493212836325,4.993376947863251,1.90645,paired,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),0.0,False,2026-06-09 06:54:00+00:00,-0.0215,2026-06-09,4.990657055448866,2026-06-09,0,0.0027198924143849723,G202606090654
B202606090656,50053,S070,1,646.0,40.0,29.382812,29.392853,sipm_temperature,6.16541785423142,6.3671483122314205,1.8245442666666667,paired,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),0.0,False,2026-06-09 06:56:00+00:00,-0.0215,2026-06-09,6.8294207694409215,2026-06-09,0,-0.46227245720950094,G202606090654
B202606090656,50065,S070,3,293.0,41.0,31.555573,31.555573,temperature (board),4.812184355372417,5.0606291748724175,0.8995333333333334,paired,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),0.0,False,2026-06-09 06:56:00+00:00,-0.0215,2026-06-09,4.990657055448866,2026-06-09,0,0.06997211942355186,G202606090654
B202606090659,50053,S070,1,646.0,40.0,29.382812,29.392853,sipm_temperature,6.16541785423142,6.3671483122314205,-1.1754557333333333,paired,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),0.0,False,2026-06-09 06:59:00+00:00,-0.0215,2026-06-09,6.8294207694409215,2026-06-09,0,-0.46227245720950094,G202606090654
B202606090659,50065,S070,4,315.0,42.0,34.0896305,34.0896305,temperature (board),4.97556710300174,5.278494158751741,0.38534999999999997,paired,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),0.0,False,2026-06-09 06:59:00+00:00,-0.0215,2026-06-09,4.990657055448866,2026-06-09,0,0.28783710330287526,G202606090654
B202606090701,50053,S070,1,646.0,40.0,29.382812,29.392853,sipm_temperature,6.16541785423142,6.3671483122314205,-3.1754557333333335,paired,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),0.0,False,2026-06-09 07:01:00+00:00,-0.0215,2026-06-09,6.8294207694409215,2026-06-09,0,-0.46227245720950094,G202606090654
B202606090701,50065,S070,4,345.0,42.0,35.081604,35.081604,temperature (board),5.163985333240027,5.488239819240027,0.36630833333333335,paired,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),0.0,False,2026-06-09 07:01:00+00:00,-0.0215,2026-06-09,4.990657055448866,2026-06-09,0,0.4975827637911614,G202606090654
B202606090704,50053,S070,1,646.0,40.0,29.382812,29.392853,sipm_temperature,6.16541785423142,6.3671483122314205,-6.175455733333334,paired,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),0.0,False,2026-06-09 07:04:00+00:00,-0.0215,2026-06-09,6.8294207694409215,2026-06-09,0,-0.46227245720950094,G202606090654
B202606090704,50065,S070,1,363.0,42.0,35.780243,35.780243,temperature (board),5.262690188904886,5.601965413404885,-1.19755,paired,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),0.0,False,2026-06-09 07:04:00+00:00,-0.0215,2026-06-09,4.990657055448866,2026-06-09,0,0.6113083579560197,G202606090654
B202606090720,50053,S071,1,917.0,34.0,30.023438,30.404968,sipm_temperature,6.616065185132817,6.831569102132818,1.83066405,paired,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,Treated,1.0,False,2026-06-09 07:20:00+00:00,-0.0215,2026-06-09,6.8294207694409215,2026-06-09,0,0.002148332691896293,G202606090720
B202606090720,50065,S071,3,316.0,40.0,34.541534,34.541534,temperature (board),4.983606621708336,5.296249602708336,0.8742333333333333,paired,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,Treated,1.0,False,2026-06-09 07:20:00+00:00,-0.0215,2026-06-09,4.990657055448866,2026-06-09,0,0.3055925472594705,G202606090720
B202606090723,50053,S071,1,917.0,34.0,30.023438,30.404968,sipm_temperature,6.616065185132817,6.831569102132818,-1.16933595,paired,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,Treated,2.0,False,2026-06-09 07:23:00+00:00,-0.0215,2026-06-09,6.8294207694409215,2026-06-09,0,0.002148332691896293,G202606090720
B202606090723,50065,S071,4,324.5,40.0,35.247757,35.247757,temperature (board),5.040063163097292,5.367889938597292,0.3675,paired,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,Treated,2.0,False,2026-06-09 07:23:00+00:00,-0.0215,2026-06-09,4.990657055448866,2026-06-09,0,0.3772328831484266,G202606090720
B202606090726,50053,S071,1,917.0,34.0,30.023438,30.404968,sipm_temperature,6.616065185132817,6.831569102132818,-4.16933595,paired,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,Treated,2.0,False,2026-06-09 07:26:00+00:00,-0.0215,2026-06-09,6.8294207694409215,2026-06-09,0,0.002148332691896293,G202606090720
B202606090726,50065,S071,3,337.0,40.0,37.1373,37.1373,temperature (board),5.117993812416755,5.486445762416755,-0.143,paired,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,Treated,2.0,False,2026-06-09 07:26:00+00:00,-0.0215,2026-06-09,4.990657055448866,2026-06-09,0,0.4957887069678897,G202606090720
B202606090748,50053,S072,1,948.0,34.0,29.359375,29.893875,sipm_temperature,6.656726524178391,6.857953086678391,3.8412760333333336,paired,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,Treated,14.0,False,2026-06-09 07:48:00+00:00,-0.0215,2026-06-09,6.8294207694409215,2026-06-09,0,0.028532317237469407,G202606090748
B202606090748,50065,S072,2,268.0,40.5,33.693085,33.693085,temperature (board),4.584915414318987,4.879316741818986,1.3796499999999998,paired,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,Treated,14.0,False,2026-06-09 07:48:00+00:00,-0.0215,2026-06-09,4.990657055448866,2026-06-09,0,-0.11134031362987962,G202606090748
B202606090751,50053,S072,1,948.0,34.0,29.359375,29.893875,sipm_temperature,6.656726524178391,6.857953086678391,0.8412760333333333,paired,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,Treated,5.0,False,2026-06-09 07:51:00+00:00,-0.0215,2026-06-09,6.8294207694409215,2026-06-09,0,0.028532317237469407,G202606090748
B202606090751,50065,S072,4,272.5,40.0,33.693085,33.693085,temperature (board),4.6297557079913165,4.924157035491316,0.3741166666666666,paired,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,Treated,5.0,False,2026-06-09 07:51:00+00:00,-0.0215,2026-06-09,4.990657055448866,2026-06-09,0,-0.06650001995754984,G202606090748
B202606090753,50053,S072,1,948.0,34.0,29.359375,29.893875,sipm_temperature,6.656726524178391,6.857953086678391,-1.1587239666666667,paired,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,Treated,5.0,False,2026-06-09 07:53:00+00:00,-0.0215,2026-06-09,6.8294207694409215,2026-06-09,0,0.028532317237469407,G202606090748
B202606090753,50065,S072,4,279.0,40.0,35.655640000000005,35.655640000000005,temperature (board),4.69117951788712,5.02777577788712,0.3676083333333333,paired,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,Treated,5.0,False,2026-06-09 07:53:00+00:00,-0.0215,2026-06-09,4.990657055448866,2026-06-09,0,0.03711872243825454,G202606090748
B202606090828,50053,S073,1,925.0,33.0,29.328125,29.576645,sipm_temperature,6.626717749249025,6.827272436749025,-0.14947916666666666,paired,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,Treated,0.0,False,2026-06-09 08:28:00+00:00,-0.0215,2026-06-09,6.8294207694409215,2026-06-09,0,-0.002148332691896293,G202606090828
B202606090828,50065,S073,3,282.0,40.0,33.58481,33.58481,temperature (board),4.718498871295094,5.010572286295094,0.8323166666666667,paired,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,Treated,0.0,False,2026-06-09 08:28:00+00:00,-0.0215,2026-06-09,4.990657055448866,2026-06-09,0,0.019915230846228482,G202606090828
B202606090830,50053,S073,1,925.0,33.0,29.328125,29.576645,sipm_temperature,6.626717749249025,6.827272436749025,-2.1494791666666666,paired,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,Treated,0.0,False,2026-06-09 08:30:00+00:00,-0.0215,2026-06-09,6.8294207694409215,2026-06-09,0,-0.002148332691896293,G202606090828
B202606090830,50065,S073,4,281.5,40.0,33.58481,33.58481,temperature (board),4.714014536303714,5.006087951303714,0.3311833333333333,paired,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,Treated,0.0,False,2026-06-09 08:30:00+00:00,-0.0215,2026-06-09,4.990657055448866,2026-06-09,0,0.015430895854848359,G202606090828
B202606090833,50053,S073,1,902.0,33.0,30.125,30.258942,sipm_temperature,6.595780513961311,6.8134680139613115,0.8500651,paired,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,Treated,0.0,False,2026-06-09 08:33:00+00:00,-0.0215,2026-06-09,6.8294207694409215,2026-06-09,0,-0.015952755479609948,G202606090828
B202606090833,50065,S073,4,283.0,40.0,35.660658999999995,35.660658999999995,temperature (board),4.727387818712341,5.064091987212341,0.3246666666666666,paired,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,Treated,0.0,False,2026-06-09 08:33:00+00:00,-0.0215,2026-06-09,4.990657055448866,2026-06-09,0,0.07343493176347504,G202606090828
B202606090845,50053,S074,1,885.0,33.0,31.070312,31.593323,sipm_temperature,6.5722825426940075,6.810294250694008,0.8520833333333333,paired,,Treated,1.0,False,2026-06-09 08:45:00+00:00,-0.0215,2026-06-09,6.8294207694409215,2026-06-09,0,-0.019126518746913845,G202606090845
B202606090845,50065,S074,1,264.0,40.0,39.75821,39.75821,temperature (board),4.543294782270004,4.968096297270003,1.8223333333333334,paired,,Treated,1.0,False,2026-06-09 08:45:00+00:00,-0.0215,2026-06-09,4.990657055448866,2026-06-09,0,-0.022560758178862272,G202606090845
B202606090848,50053,S074,1,885.0,33.0,31.070312,31.593323,sipm_temperature,6.5722825426940075,6.810294250694008,-2.1479166666666667,paired,,Treated,0.0,False,2026-06-09 08:48:00+00:00,-0.0215,2026-06-09,6.8294207694409215,2026-06-09,0,-0.019126518746913845,G202606090845
B202606090848,50065,S074,4,264.5,40.0,39.75821,39.75821,temperature (board),4.548585836935272,4.973387351935272,0.3206083333333333,paired,,Treated,0.0,False,2026-06-09 08:48:00+00:00,-0.0215,2026-06-09,4.990657055448866,2026-06-09,0,-0.017269703513593804,G202606090845
B202606100726,50053,S075,1,1022.0,33.0,26.796875,25.845413,sipm_temperature,6.747586526829315,6.893719339329316,1.8341796833333333,paired,,Source (untreated),0.0,False,2026-06-10 07:26:00+00:00,-0.0215,2026-06-10,6.8512689126499335,2026-06-10,0,0.04245042667938215,G202606100726
B202606100726,50065,S075,2,318.5,40.0,29.098297,29.098297,temperature (board),5.000307131633425,5.195920517133425,1.3570333333333333,paired,,Source (untreated),0.0,False,2026-06-10 07:26:00+00:00,-0.0215,2026-06-10,5.209253505045659,2026-06-10,0,-0.013332987912233918,G202606100726
B202606100730,50053,S075,1,1022.0,33.0,26.796875,25.845413,sipm_temperature,6.747586526829315,6.893719339329316,-2.1658203166666667,paired,,Source (untreated),0.0,False,2026-06-10 07:30:00+00:00,-0.0215,2026-06-10,6.8512689126499335,2026-06-10,0,0.04245042667938215,G202606100726
B202606100730,50065,S075,4,312.5,40.0,29.744079499999998,29.744079499999998,temperature (board),4.9593358439305835,5.175778109260918,0.35320833333333335,paired,,Source (untreated),0.0,False,2026-06-10 07:30:00+00:00,-0.0215,2026-06-10,5.209253505045659,2026-06-10,0,-0.033475395784741124,G202606100726
B202606100753,50053,S076,1,968.0,33.0,28.757812,29.626999,sipm_temperature,6.682108597449809,6.870401555449809,-1.1621093833333334,paired,Isiolo.Isiolo.Ngaremara.Nasuroi.NearestToFarm.WaterKiosk2,Source (untreated),14.0,False,2026-06-10 07:53:00+00:00,-0.0215,2026-06-10,6.8512689126499335,2026-06-10,0,0.019132642799875477,G202606100753
B202606100753,50065,S076,3,340.0,40.0,32.361237,32.361237,temperature (board),5.135798437050262,5.401565032550262,0.8289666666666666,paired,Isiolo.Isiolo.Ngaremara.Nasuroi.NearestToFarm.WaterKiosk2,Source (untreated),14.0,False,2026-06-10 07:53:00+00:00,-0.0215,2026-06-10,5.209253505045659,2026-06-10,0,0.19231152750460279,G202606100753
B202606100757,50053,S076,1,995.0,33.0,27.835938,28.48648,sipm_temperature,6.715383386334681,6.88385605333468,0.8369140500000001,paired,Isiolo.Isiolo.Ngaremara.Nasuroi.NearestToFarm.WaterKiosk2,Source (untreated),48.0,False,2026-06-10 07:57:00+00:00,-0.0215,2026-06-10,6.8512689126499335,2026-06-10,0,0.032587140684746885,G202606100753
