sample_local,site,water_type,cbt,past_detect,chlorine,enumerator,submitted,tz_sample,tz_survey,barcodes,cbt_recorded,batch,tz_survey_used,tz_imputed,t_utc,shift_min,censored,bag_id,soak_id,sample_group
2026-06-09 07:23:00,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,Treated,2.0,False,0,E1,2026-06-10 19:46:16,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",2.0,10,UTC+03:00 East Africa Time (Kenya),False,2026-06-09 07:23:00+00:00,0,False,B202606090723,S071,G202606090720
2026-06-09 07:26:00,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,Treated,2.0,False,0,E1,2026-06-10 19:47:09,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",2.0,10,UTC+03:00 East Africa Time (Kenya),False,2026-06-09 07:26:00+00:00,0,False,B202606090726,S071,G202606090720
2026-06-09 07:48:00,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,Treated,14.0,False,0,E1,2026-06-10 19:48:47,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",14.0,10,UTC+03:00 East Africa Time (Kenya),False,2026-06-09 07:48:00+00:00,0,False,B202606090748,S072,G202606090748
2026-06-09 07:51:00,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,Treated,5.0,False,0,E1,2026-06-10 19:49:43,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",5.0,10,UTC+03:00 East Africa Time (Kenya),False,2026-06-09 07:51:00+00:00,0,False,B202606090751,S072,G202606090748
2026-06-09 07:53:00,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,Treated,5.0,False,0,E1,2026-06-10 19:50:38,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",5.0,10,UTC+03:00 East Africa Time (Kenya),False,2026-06-09 07:53:00+00:00,0,False,B202606090753,S072,G202606090748
2026-06-09 08:28:00,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,Treated,0.0,False,0,E1,2026-06-10 19:53:09,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,10,UTC+03:00 East Africa Time (Kenya),False,2026-06-09 08:28:00+00:00,0,False,B202606090828,S073,G202606090828
2026-06-09 08:30:00,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,Treated,0.0,False,0,E1,2026-06-10 19:54:14,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,10,UTC+03:00 East Africa Time (Kenya),False,2026-06-09 08:30:00+00:00,0,False,B202606090830,S073,G202606090828
2026-06-09 08:33:00,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,Treated,0.0,False,0,E1,2026-06-10 19:55:03,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,10,UTC+03:00 East Africa Time (Kenya),False,2026-06-09 08:33:00+00:00,0,False,B202606090833,S073,G202606090828
2026-06-09 08:45:00,,Treated,1.0,False,0,E1,2026-06-10 20:00:31,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",1.0,10,UTC+03:00 East Africa Time (Kenya),False,2026-06-09 08:45:00+00:00,0,False,B202606090845,S074,G202606090845
2026-06-09 08:48:00,,Treated,0.0,False,0,E1,2026-06-10 20:01:22,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,10,UTC+03:00 East Africa Time (Kenya),False,2026-06-09 08:48:00+00:00,0,False,B202606090848,S074,G202606090845
2026-06-10 07:26:00,,Source (untreated),0.0,False,0,E1,2026-06-11 17:53:59,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,11,UTC+03:00 East Africa Time (Kenya),False,2026-06-10 07:26:00+00:00,0,False,B202606100726,S075,G202606100726
2026-06-10 07:30:00,,Source (untreated),0.0,False,0,E1,2026-06-11 17:55:06,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,11,UTC+03:00 East Africa Time (Kenya),False,2026-06-10 07:30:00+00:00,0,False,B202606100730,S075,G202606100726
2026-06-10 07:53:00,Isiolo.Isiolo.Ngaremara.Nasuroi.NearestToFarm.WaterKiosk2,Source (untreated),14.0,False,0,E1,2026-06-11 17:57:02,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",14.0,11,UTC+03:00 East Africa Time (Kenya),False,2026-06-10 07:53:00+00:00,0,False,B202606100753,S076,G202606100753
2026-06-10 07:57:00,Isiolo.Isiolo.Ngaremara.Nasuroi.NearestToFarm.WaterKiosk2,Source (untreated),48.0,False,0,E1,2026-06-11 17:58:12,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",48.0,11,UTC+03:00 East Africa Time (Kenya),False,2026-06-10 07:57:00+00:00,0,False,B202606100757,S076,G202606100753
2026-06-10 10:45:00,Isiolo.Isiolo.Ngaremara.Nasuroi.ClaraChlorinationSystem,Treated,0.0,False,0.5,E1,2026-06-11 18:00:00,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,11,UTC+03:00 East Africa Time (Kenya),False,2026-06-10 10:45:00+00:00,0,False,B202606101045,S078,G202606101045
2026-06-10 10:50:00,Isiolo.Isiolo.Ngaremara.Nasuroi.ClaraChlorinationSystem,Treated,0.0,False,0.5,E1,2026-06-11 18:00:56,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,11,UTC+03:00 East Africa Time (Kenya),False,2026-06-10 10:50:00+00:00,0,False,B202606101050,S078,G202606101045
2026-06-10 11:10:00,Isiolo.Isiolo.Ngaremara.Nasuroi.NasuroiBorehole,Source (untreated),0.0,False,0,E1,2026-06-11 18:02:34,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,11,UTC+03:00 East Africa Time (Kenya),False,2026-06-10 11:10:00+00:00,0,False,B202606101110,S079,G202606101110
2026-06-10 11:13:00,Isiolo.Isiolo.Ngaremara.Nasuroi.NasuroiBorehole,Source (untreated),0.0,False,0,E1,2026-06-11 18:04:20,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,11,UTC+03:00 East Africa Time (Kenya),False,2026-06-10 11:13:00+00:00,0,False,B202606101113,S079,G202606101110
2026-06-10 11:22:00,,Treated,0.0,False,0.2,E1,2026-06-11 18:06:44,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,11,UTC+03:00 East Africa Time (Kenya),False,2026-06-10 11:22:00+00:00,0,False,B202606101122,S080,G202606101122
2026-06-10 11:25:00,,Treated,0.0,False,0.2,E1,2026-06-11 18:08:03,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,11,UTC+03:00 East Africa Time (Kenya),False,2026-06-10 11:25:00+00:00,0,False,B202606101125,S080,G202606101122
2026-06-10 09:32:00,,Source (untreated),1.0,False,0,E1,2026-06-11 18:10:14,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",1.0,11,UTC+03:00 East Africa Time (Kenya),False,2026-06-10 09:32:00+00:00,0,False,B202606100932,S077,G202606100932
2026-06-10 09:37:00,,Source (untreated),0.0,False,0,E1,2026-06-11 18:11:04,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,11,UTC+03:00 East Africa Time (Kenya),False,2026-06-10 09:37:00+00:00,0,False,B202606100937,S077,G202606100932
2026-06-11 08:22:00,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,Source (untreated),0.0,False,0,E1,2026-06-13 14:48:34,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,12,UTC+03:00 East Africa Time (Kenya),False,2026-06-11 08:22:00+00:00,0,False,B202606110822,S081,G202606110822
2026-06-11 08:29:00,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,Source (untreated),0.0,False,0,E1,2026-06-13 14:49:30,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,12,UTC+03:00 East Africa Time (Kenya),False,2026-06-11 08:29:00+00:00,0,False,B202606110829,S082,G202606110829
2026-06-11 08:32:00,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,Source (untreated),0.0,False,0,E1,2026-06-13 14:50:37,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,12,UTC+03:00 East Africa Time (Kenya),False,2026-06-11 08:32:00+00:00,0,False,B202606110832,S082,G202606110829
2026-06-11 09:14:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,0.0,False,2,E1,2026-06-13 14:52:07,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50052', '50065']",0.0,12,UTC+03:00 East Africa Time (Kenya),False,2026-06-11 09:14:00+00:00,0,False,B202606110914,S084,G202606110914
2026-06-11 09:16:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,0.0,False,2,E1,2026-06-13 14:53:10,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,12,UTC+03:00 East Africa Time (Kenya),False,2026-06-11 09:16:00+00:00,0,False,B202606110916,S084,G202606110914
2026-06-11 08:50:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Source (untreated),2.0,False,0,E1,2026-06-13 14:57:31,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",2.0,12,UTC+03:00 East Africa Time (Kenya),False,2026-06-11 08:50:00+00:00,0,False,B202606110850,S083,G202606110850
2026-06-11 08:53:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Source (untreated),1.0,False,0,E1,2026-06-13 14:58:15,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",1.0,12,UTC+03:00 East Africa Time (Kenya),False,2026-06-11 08:53:00+00:00,0,False,B202606110853,S083,G202606110850
2026-06-11 08:56:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Source (untreated),2.0,False,0,E1,2026-06-13 14:59:08,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",2.0,12,UTC+03:00 East Africa Time (Kenya),False,2026-06-11 08:56:00+00:00,0,False,B202606110856,S083,G202606110850
2026-06-11 09:24:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,0.0,False,3,E1,2026-06-13 15:00:13,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,12,UTC+03:00 East Africa Time (Kenya),False,2026-06-11 09:24:00+00:00,0,False,B202606110924,S085,G202606110924
2026-06-11 09:29:00,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,Treated,0.0,False,3,E1,2026-06-13 15:00:57,UTC+03:00 East Africa Time (Kenya),UTC+03:00 East Africa Time (Kenya),"['50053', '50065']",0.0,12,UTC+03:00 East Africa Time (Kenya),False,2026-06-11 09:29:00+00:00,0,False,B202606110929,S085,G202606110924
