record_id,sample_group,sensor,sample_time_local,sample_time_utc,site_name,water_type,country,cbt_mpn_per_100ml,cbt_censored,chlorine_residual_mg_l,sensor_mon2,sensor_tof_kcps,sensor_temperature_c,temperature_channel,F_corrected_fluorescence,B_log_tof_ratio,baseline_age_days,pred_log10_new_sensor_new_day,pred_log10_day_held_out
B202606020904,G202606020904,50065,2026-06-02 09:04:00,2026-06-02 09:04:00+00:00,Turkana.Loima.Turkwel.Lorgum.East of treatement.Concrete fixed Public Stand Tap 4,Treated,Kenya,0.0,False,0.25,301.5,39.5,37.00638,temperature (board),-0.0888494156073953,-0.01257878220686,0,-0.1456093725728446,0.0002498073397372
B202606020916,G202606020916,50065,2026-06-02 09:16:00,2026-06-02 09:16:00+00:00,Turkana.Loima.Turkwel.Lorgum.Nearest to 32m3 steel tank.Concrete fixed Public Stand Tap 1,Treated,Kenya,0.0,False,0.25,296.5,39.5,37.348785,temperature (board),-0.1199682286754599,-0.01257878220686,0,-0.2187449068968529,-0.0232044603236376
B202606021016,G202606021016,50065,2026-06-02 10:16:00,2026-06-02 10:16:00+00:00,Turkana.Loima.Turkwel.Lorgum.Behind grass roof house.Concrete fixed Public Stand Tap 3,Treated,Kenya,0.0,False,0.25,315.5,40.5,39.322662,temperature (board),0.151034223594336,0.0124225199985571,0,0.532405615951486,0.2961424916031774
B202606021028,G202606021028,50065,2026-06-02 10:28:00,2026-06-02 10:28:00+00:00,Turkana.Loima.Turkwel.Lorgum.100m near church.Concrete fixed public stand Tap 2,Treated,Kenya,0.0,False,0.25,311.0,40.0,38.579926,temperature (board),0.1039386081991446,0.0,0,0.3485116965575874,0.2047948979566653
B202606021030,G202606021028,50065,2026-06-02 10:30:00,2026-06-02 10:30:00+00:00,Turkana.Loima.Turkwel.Lorgum.100m near church.Concrete fixed public stand Tap 2,Treated,Kenya,0.0,False,0.25,304.5,40.0,38.579926,temperature (board),0.0737602230156468,0.0,0,0.2785994012960922,0.1832108227133834
B202606030843,G202606030843,50053,2026-06-03 08:43:00,2026-06-03 08:43:00+00:00,Turkana.Turkana West.Kakuma.Nakoyo.100m from the Tank.Public Stand Tap 2,Treated,Kenya,0.0,False,0.5,715.0,29.0,35.03125,sipm_temperature,-0.0733289989831975,-0.0339015516756813,0,-0.1713507972294369,-0.1315886082101136
B202606030843,G202606030843,50065,2026-06-03 08:43:00,2026-06-03 08:43:00+00:00,Turkana.Turkana West.Kakuma.Nakoyo.100m from the Tank.Public Stand Tap 2,Treated,Kenya,0.0,False,0.5,324.0,39.0,40.98938,temperature (board),0.4143505401844853,-0.0500104205746614,0,0.980967748687644,0.238472004780391
B202606030846,G202606030843,50053,2026-06-03 08:46:00,2026-06-03 08:46:00+00:00,Turkana.Turkana West.Kakuma.Nakoyo.100m from the Tank.Public Stand Tap 2,Treated,Kenya,0.0,False,0.5,715.0,29.0,35.03125,sipm_temperature,-0.0733289989831975,-0.0339015516756813,0,-0.1713507972294369,-0.1315886082101136
B202606030846,G202606030843,50065,2026-06-03 08:46:00,2026-06-03 08:46:00+00:00,Turkana.Turkana West.Kakuma.Nakoyo.100m from the Tank.Public Stand Tap 2,Treated,Kenya,0.0,False,0.5,333.0,39.0,42.337616,temperature (board),0.4999658135660407,-0.0500104205746614,0,1.2707502039740364,0.3120658527511472
B202606030911,G202606030911,50053,2026-06-03 09:11:00,2026-06-03 09:11:00+00:00,Turkana.Turkana West.Kakuma.Nakoyo.500m East.Public Stand Tap 3,Treated,Kenya,0.0,False,0.25,715.0,30.0,37.367188,sipm_temperature,-0.0231063319831976,0.0339015516756814,0,0.3780367529235256,0.2676943016389105
B202606030914,G202606030911,50053,2026-06-03 09:14:00,2026-06-03 09:14:00+00:00,Turkana.Turkana West.Kakuma.Nakoyo.500m East.Public Stand Tap 3,Treated,Kenya,0.0,False,0.25,715.0,30.0,37.367188,sipm_temperature,-0.0231063319831976,0.0339015516756814,0,0.3780367529235256,0.2676943016389105
B202606030931,G202606030931,50053,2026-06-03 09:31:00,2026-06-03 09:31:00+00:00,Turkana.Turkana West. Kakuma.Nakoyo.Adjacent to 5m3 PVC tank.Public Tap Stand 4,Treated,Kenya,0.0,False,0.2,735.0,29.0,36.765625,sipm_temperature,0.0231063319831976,-0.0339015516756813,0,-0.0992924342249736,-0.041718699066085
B202606030931,G202606030931,50065,2026-06-03 09:31:00,2026-06-03 09:31:00+00:00,Turkana.Turkana West. Kakuma.Nakoyo.Adjacent to 5m3 PVC tank.Public Tap Stand 4,Treated,Kenya,0.0,False,0.2,279.0,41.0,37.7919,temperature (board),-0.4571581768752626,0.0500104205746614,0,-0.5883820578894619,-0.0897671166002125
B202606030933,G202606030931,50053,2026-06-03 09:33:00,2026-06-03 09:33:00+00:00,Turkana.Turkana West. Kakuma.Nakoyo.Adjacent to 5m3 PVC tank.Public Tap Stand 4,Treated,Kenya,0.0,False,0.2,735.0,29.0,36.765625,sipm_temperature,0.0231063319831976,-0.0339015516756813,0,-0.0992924342249736,-0.041718699066085
B202606030933,G202606030931,50065,2026-06-03 09:33:00,2026-06-03 09:33:00+00:00,Turkana.Turkana West. Kakuma.Nakoyo.Adjacent to 5m3 PVC tank.Public Tap Stand 4,Treated,Kenya,0.0,False,0.2,279.0,41.0,37.7919,temperature (board),-0.4571581768752626,0.0500104205746614,0,-0.5883820578894619,-0.0897671166002125
B202606030958,G202606030958,50053,2026-06-03 09:58:00,2026-06-03 09:58:00+00:00,Turkana.Turkana West.Kakuma.Nakoyo.Public Stand Tap 6,Treated,Kenya,0.0,False,2.0,769.0,30.0,34.5625,sipm_temperature,0.0341750114522056,0.0339015516756814,0,0.4317222681192268,0.3419176120947006
B202606040811,G202606040811,50053,2026-06-04 08:11:00,2026-06-04 08:11:00+00:00,Turkana.Turkana South. Lokichar. Kimabur.Kimabur school.Public Stand Tap 1,Treated,Kenya,0.0,False,0.3,795.0,33.0,33.796875,sipm_temperature,-0.0170854324527791,0.0307716586667536,0,0.3865531499788423,0.2919590620682428
B202606040811,G202606040811,50065,2026-06-04 08:11:00,2026-06-04 08:11:00+00:00,Turkana.Turkana South. Lokichar. Kimabur.Kimabur school.Public Stand Tap 1,Treated,Kenya,0.0,False,0.3,294.0,39.0,37.603058,temperature (board),0.2914072425411698,0.0,0,1.736012462326768,0.423641557973788
B202606040827,G202606040827,50053,2026-06-04 08:27:00,2026-06-04 08:27:00+00:00,Turkana.Turkana South.Lokichar.Kimabur.Concrete fixed Public Stand Tap 3,Treated,Kenya,0.0,False,0.1,811.0,32.0,33.78125,sipm_temperature,0.0203273720736252,0.0,0,0.1677949704038315,0.1664534623409425
B202606040827,G202606040827,50065,2026-06-04 08:27:00,2026-06-04 08:27:00+00:00,Turkana.Turkana South.Lokichar.Kimabur.Concrete fixed Public Stand Tap 3,Treated,Kenya,0.0,False,0.1,269.0,39.0,36.731964,temperature (board),-0.0065524906295602,0.0,0,0.2706129254874822,0.1284541956518474
B202606040813,G202606040811,50053,2026-06-04 08:13:00,2026-06-04 08:13:00+00:00,Turkana.Turkana South. Lokichar. Kimabur.Kimabur school.Public Stand Tap 1,Treated,Kenya,0.0,False,0.3,795.0,33.0,33.796875,sipm_temperature,-0.0170854324527791,0.0307716586667536,0,0.3865531499788423,0.2919590620682428
B202606040813,G202606040811,50065,2026-06-04 08:13:00,2026-06-04 08:13:00+00:00,Turkana.Turkana South. Lokichar. Kimabur.Kimabur school.Public Stand Tap 1,Treated,Kenya,0.0,False,0.3,296.0,39.0,37.603058,temperature (board),0.3074075838876107,0.0,0,1.814356197681346,0.4396512450866805
B202606040829,G202606040827,50053,2026-06-04 08:29:00,2026-06-04 08:29:00+00:00,Turkana.Turkana South.Lokichar.Kimabur.Concrete fixed Public Stand Tap 3,Treated,Kenya,0.0,False,0.1,811.0,32.0,33.78125,sipm_temperature,0.0203273720736252,0.0,0,0.1677949704038315,0.1664534623409425
B202606040829,G202606040827,50065,2026-06-04 08:29:00,2026-06-04 08:29:00+00:00,Turkana.Turkana South.Lokichar.Kimabur.Concrete fixed Public Stand Tap 3,Treated,Kenya,0.0,False,0.1,270.0,39.0,36.731964,temperature (board),0.0034978452239418,0.0,0,0.3168810652664653,0.1386061176874897
B202606040833,G202606040833,50053,2026-06-04 08:33:00,2026-06-04 08:33:00+00:00,Turkana.Turkana South.Lokichar.Kimabur.Concrete fixed Public Stand Tap 3,Treated,Kenya,0.0,False,0.1,1289.0,31.0,34.0625,sipm_temperature,0.5835354984648804,-0.0317486983145803,0,0.3439638482498584,0.5809783395800777
B202606040833,G202606040833,50065,2026-06-04 08:33:00,2026-06-04 08:33:00+00:00,Turkana.Turkana South.Lokichar.Kimabur.Concrete fixed Public Stand Tap 3,Treated,Kenya,0.0,False,0.1,277.0,39.0,38.381042,temperature (board),0.1606811673980388,0.0,0,1.1454344490329034,0.2887852200055043
B202606090654,G202606090654,50053,2026-06-09 06:54:00,2026-06-09 06:54:00+00:00,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),Kenya,0.0,False,0.0,646.0,40.0,29.382812,sipm_temperature,-0.4622724572095009,0.1773340152829154,0,1.1942149729888163,1.0804479481577711
B202606090654,G202606090654,50065,2026-06-09 06:54:00,2026-06-09 06:54:00+00:00,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),Kenya,0.0,False,0.0,285.0,41.0,31.555573,temperature (board),0.0027198924143849,0.0246926125903714,0,0.3417533536749501,0.3321625133203758
B202606090656,G202606090654,50053,2026-06-09 06:56:00,2026-06-09 06:56:00+00:00,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),Kenya,0.0,False,0.0,646.0,40.0,29.382812,sipm_temperature,-0.4622724572095009,0.1773340152829154,0,1.1942149729888163,1.0804479481577711
B202606090656,G202606090654,50065,2026-06-09 06:56:00,2026-06-09 06:56:00+00:00,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),Kenya,0.0,False,0.0,293.0,41.0,31.555573,temperature (board),0.0699721194235518,0.0246926125903714,0,0.3982745712160013,0.389048824996125
B202606090659,G202606090654,50053,2026-06-09 06:59:00,2026-06-09 06:59:00+00:00,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),Kenya,0.0,False,0.0,646.0,40.0,29.382812,sipm_temperature,-0.4622724572095009,0.1773340152829154,0,1.1942149729888163,1.0804479481577711
B202606090659,G202606090654,50065,2026-06-09 06:59:00,2026-06-09 06:59:00+00:00,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),Kenya,0.0,False,0.0,315.0,42.0,34.0896305,temperature (board),0.2878371033028752,0.048790164169432,0,0.8065614209343062,0.746847282662212
B202606090701,G202606090654,50053,2026-06-09 07:01:00,2026-06-09 07:01:00+00:00,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),Kenya,0.0,False,0.0,646.0,40.0,29.382812,sipm_temperature,-0.4622724572095009,0.1773340152829154,0,1.1942149729888163,1.0804479481577711
B202606090701,G202606090654,50065,2026-06-09 07:01:00,2026-06-09 07:01:00+00:00,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),Kenya,0.0,False,0.0,345.0,42.0,35.081604,temperature (board),0.4975827637911614,0.048790164169432,0,1.064120692325577,0.964313885113922
B202606090704,G202606090654,50053,2026-06-09 07:04:00,2026-06-09 07:04:00+00:00,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),Kenya,0.0,False,0.0,646.0,40.0,29.382812,sipm_temperature,-0.4622724572095009,0.1773340152829154,0,1.1942149729888163,1.0804479481577711
B202606090704,G202606090654,50065,2026-06-09 07:04:00,2026-06-09 07:04:00+00:00,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,Source (untreated),Kenya,0.0,False,0.0,363.0,42.0,35.780243,temperature (board),0.6113083579560197,0.048790164169432,0,1.2266369793334917,1.094144883780252
B202606090720,G202606090720,50053,2026-06-09 07:20:00,2026-06-09 07:20:00+00:00,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,Treated,Kenya,1.0,False,0.0,917.0,34.0,30.023438,sipm_temperature,0.0042966653837925,0.0298529631496811,0,0.3880199701351489,0.388222478738253
B202606090720,G202606090720,50065,2026-06-09 07:20:00,2026-06-09 07:20:00+00:00,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,Treated,Kenya,1.0,False,0.0,316.0,40.0,34.541534,temperature (board),0.325507778105699,0.0,0,0.469880367395707,0.4456640886106895
B202606090723,G202606090720,50053,2026-06-09 07:23:00,2026-06-09 07:23:00+00:00,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,Treated,Kenya,2.0,False,0.0,917.0,34.0,30.023438,sipm_temperature,0.0042966653837925,0.0298529631496811,0,0.3880199701351489,0.388222478738253
B202606090723,G202606090720,50065,2026-06-09 07:23:00,2026-06-09 07:23:00+00:00,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,Treated,Kenya,2.0,False,0.0,324.5,40.0,35.247757,temperature (board),0.3971481139946551,0.0,0,0.5664570616464712,0.5227345633033695
B202606090726,G202606090720,50053,2026-06-09 07:26:00,2026-06-09 07:26:00+00:00,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,Treated,Kenya,2.0,False,0.0,917.0,34.0,30.023438,sipm_temperature,0.0042966653837925,0.0298529631496811,0,0.3880199701351489,0.388222478738253
B202606090726,G202606090720,50065,2026-06-09 07:26:00,2026-06-09 07:26:00+00:00,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,Treated,Kenya,2.0,False,0.0,337.0,40.0,37.1373,temperature (board),0.5157039378141182,0.0,0,0.7715642137161796,0.6716624424959743
B202606090748,G202606090748,50053,2026-06-09 07:48:00,2026-06-09 07:48:00+00:00,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,Treated,Kenya,14.0,False,0.0,948.0,34.0,29.359375,sipm_temperature,0.0306806499293657,0.0298529631496811,0,0.4112395787880756,0.4157181331057672
B202606090748,G202606090748,50065,2026-06-09 07:48:00,2026-06-09 07:48:00+00:00,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,Treated,Kenya,14.0,False,0.0,268.0,40.5,33.693085,temperature (board),-0.1312555444761081,0.0124225199985571,0,0.0801567775869046,0.0923511762485459
B202606090751,G202606090748,50053,2026-06-09 07:51:00,2026-06-09 07:51:00+00:00,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,Treated,Kenya,5.0,False,0.0,948.0,34.0,29.359375,sipm_temperature,0.0306806499293657,0.0298529631496811,0,0.4112395787880756,0.4157181331057672
B202606090751,G202606090748,50065,2026-06-09 07:51:00,2026-06-09 07:51:00+00:00,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,Treated,Kenya,5.0,False,0.0,272.5,40.0,33.693085,temperature (board),-0.0864152508037783,0.0,0,0.0286027986010281,0.0486619715229958
B202606090753,G202606090748,50053,2026-06-09 07:53:00,2026-06-09 07:53:00+00:00,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,Treated,Kenya,5.0,False,0.0,948.0,34.0,29.359375,sipm_temperature,0.0306806499293657,0.0298529631496811,0,0.4112395787880756,0.4157181331057672
B202606090753,G202606090748,50065,2026-06-09 07:53:00,2026-06-09 07:53:00+00:00,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,Treated,Kenya,5.0,False,0.0,279.0,40.0,35.655640000000005,temperature (board),0.017203491592026,0.0,0,0.1145894296278798,0.1248705794117463
B202606090828,G202606090828,50053,2026-06-09 08:28:00,2026-06-09 08:28:00+00:00,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,Treated,Kenya,0.0,False,0.0,925.0,33.0,29.328125,sipm_temperature,-0.0042966653837925,-0.0298529631496811,0,-0.0814948790350397,-0.0253816801676272
B202606090828,G202606090828,50065,2026-06-09 08:28:00,2026-06-09 08:28:00+00:00,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,Treated,Kenya,0.0,False,0.0,282.0,40.0,33.58481,temperature (board),0.0398304616924569,0.0,0,0.1603019076714879,0.1703816910243672
B202606090830,G202606090828,50053,2026-06-09 08:30:00,2026-06-09 08:30:00+00:00,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,Treated,Kenya,0.0,False,0.0,925.0,33.0,29.328125,sipm_temperature,-0.0042966653837925,-0.0298529631496811,0,-0.0814948790350397,-0.0253816801676272
B202606090830,G202606090828,50065,2026-06-09 08:30:00,2026-06-09 08:30:00+00:00,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,Treated,Kenya,0.0,False,0.0,281.5,40.0,33.58481,temperature (board),0.0353461267010768,0.0,0,0.1557020522741032,0.1661231221859236
B202606090833,G202606090828,50053,2026-06-09 08:33:00,2026-06-09 08:33:00+00:00,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,Treated,Kenya,0.0,False,0.0,902.0,33.0,30.125,sipm_temperature,-0.0181010881715062,-0.0298529631496811,0,-0.0968922205928623,-0.0461689914927418
B202606090833,G202606090828,50065,2026-06-09 08:33:00,2026-06-09 08:33:00+00:00,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,Treated,Kenya,0.0,False,0.0,283.0,40.0,35.660658999999995,temperature (board),0.0933501626097035,0.0,0,0.2070791632718973,0.2052101373916871
B202606090845,G202606090845,50053,2026-06-09 08:45:00,2026-06-09 08:45:00+00:00,,Treated,Kenya,1.0,False,0.0,885.0,33.0,31.070312,sipm_temperature,-0.0212748514388101,-0.0298529631496811,0,-0.1055797874703362,-0.0614481534479493
B202606090845,G202606090845,50065,2026-06-09 08:45:00,2026-06-09 08:45:00+00:00,,Treated,Kenya,1.0,False,0.0,264.0,40.0,39.75821,temperature (board),-0.0424759890250907,0.0,0,-0.0248551579977795,0.0017587034039396
B202606090848,G202606090845,50053,2026-06-09 08:48:00,2026-06-09 08:48:00+00:00,,Treated,Kenya,0.0,False,0.0,885.0,33.0,31.070312,sipm_temperature,-0.0212748514388101,-0.0298529631496811,0,-0.1055797874703362,-0.0614481534479493
B202606090848,G202606090845,50065,2026-06-09 08:48:00,2026-06-09 08:48:00+00:00,,Treated,Kenya,0.0,False,0.0,264.5,40.0,39.75821,temperature (board),-0.0371849343598222,0.0,0,-0.0164447084199484,0.0084540324377584
B202606100726,G202606100726,50053,2026-06-10 07:26:00,2026-06-10 07:26:00+00:00,,Source (untreated),Kenya,0.0,False,0.0,1022.0,33.0,26.796875,sipm_temperature,0.0424504266793821,-0.0150378773645405,0,0.0635019749033012,0.0923016892945987
B202606100726,G202606100726,50065,2026-06-10 07:26:00,2026-06-10 07:26:00+00:00,,Source (untreated),Kenya,0.0,False,0.0,318.5,40.0,29.098297,temperature (board),-0.0133329879122339,-0.0093313274288843,0,0.0520156482303834,0.0582977348154667
B202606100730,G202606100726,50053,2026-06-10 07:30:00,2026-06-10 07:30:00+00:00,,Source (untreated),Kenya,0.0,False,0.0,1022.0,33.0,26.796875,sipm_temperature,0.0424504266793821,-0.0150378773645405,0,0.0635019749033012,0.0923016892945987
B202606100730,G202606100726,50065,2026-06-10 07:30:00,2026-06-10 07:30:00+00:00,,Source (untreated),Kenya,0.0,False,0.0,312.5,40.0,29.7440795,temperature (board),-0.0334753957847411,-0.0093313274288843,0,0.0225660071287011,0.0361502073210716
B202606100753,G202606100753,50053,2026-06-10 07:53:00,2026-06-10 07:53:00+00:00,Isiolo.Isiolo.Ngaremara.Nasuroi.NearestToFarm.WaterKiosk2,Source (untreated),Kenya,14.0,False,0.0,968.0,33.0,28.757812,sipm_temperature,0.0191326427998754,-0.0150378773645405,0,0.0452921568245664,0.0621923557270748
B202606100753,G202606100753,50065,2026-06-10 07:53:00,2026-06-10 07:53:00+00:00,Isiolo.Isiolo.Ngaremara.Nasuroi.NearestToFarm.WaterKiosk2,Source (untreated),Kenya,14.0,False,0.0,340.0,40.0,32.361237,temperature (board),0.1923115275046027,-0.0093313274288843,0,0.4016283288722545,0.2581074641611231
B202606100757,G202606100753,50053,2026-06-10 07:57:00,2026-06-10 07:57:00+00:00,Isiolo.Isiolo.Ngaremara.Nasuroi.NearestToFarm.WaterKiosk2,Source (untreated),Kenya,48.0,False,0.0,995.0,33.0,27.835938,sipm_temperature,0.0325871406847468,-0.0150378773645405,0,0.0555531277185429,0.0788322167740685
B202606100757,G202606100753,50065,2026-06-10 07:57:00,2026-06-10 07:57:00+00:00,Isiolo.Isiolo.Ngaremara.Nasuroi.NearestToFarm.WaterKiosk2,Source (untreated),Kenya,48.0,False,0.0,338.5,40.0,34.9028465,temperature (board),0.2380890418675072,-0.0093313274288843,0,0.5319556434977077,0.2876838478507935
B202606101045,G202606101045,50053,2026-06-10 10:45:00,2026-06-10 10:45:00+00:00,Isiolo.Isiolo.Ngaremara.Nasuroi.ClaraChlorinationSystem,Treated,Kenya,0.0,False,0.5,943.0,33.0,29.703125,sipm_temperature,0.0128977364812126,-0.0150378773645405,0,0.0387470694913132,0.0535290391713859
B202606101045,G202606101045,50065,2026-06-10 10:45:00,2026-06-10 10:45:00+00:00,Isiolo.Isiolo.Ngaremara.Nasuroi.ClaraChlorinationSystem,Treated,Kenya,0.0,False,0.5,292.0,40.0,32.2315675,temperature (board),-0.148375926876179,-0.006230549750636,0,-0.155585325457453,-0.0649784133180834
B202606101050,G202606101045,50053,2026-06-10 10:50:00,2026-06-10 10:50:00+00:00,Isiolo.Isiolo.Ngaremara.Nasuroi.ClaraChlorinationSystem,Treated,Kenya,0.0,False,0.5,923.0,34.0,30.703125,sipm_temperature,0.0081839156936842,0.0148150857851406,0,0.2649412899946319,0.2099795583982583
B202606101050,G202606101045,50065,2026-06-10 10:50:00,2026-06-10 10:50:00+00:00,Isiolo.Isiolo.Ngaremara.Nasuroi.ClaraChlorinationSystem,Treated,Kenya,0.0,False,0.5,316.0,41.0,36.561997,temperature (board),0.1244248177799347,0.0184620628397353,0,0.4933806452034272,0.3248132121003714
B202606101110,G202606101110,50053,2026-06-10 11:10:00,2026-06-10 11:10:00+00:00,Isiolo.Isiolo.Ngaremara.Nasuroi.NasuroiBorehole,Source (untreated),Kenya,0.0,False,0.0,929.0,34.0,31.03125,sipm_temperature,0.0179047397456963,0.0148150857851406,0,0.2701936639351356,0.2192466650692665
B202606101110,G202606101110,50065,2026-06-10 11:10:00,2026-06-10 11:10:00+00:00,Isiolo.Isiolo.Ngaremara.Nasuroi.NasuroiBorehole,Source (untreated),Kenya,0.0,False,0.0,329.0,39.5,39.336502,temperature (board),0.2753657120847377,-0.0219101096357444,0,0.6369340539475828,0.2230805034359267
B202606101113,G202606101110,50053,2026-06-10 11:13:00,2026-06-10 11:13:00+00:00,Isiolo.Isiolo.Ngaremara.Nasuroi.NasuroiBorehole,Source (untreated),Kenya,0.0,False,0.0,930.0,34.0,31.109375,sipm_temperature,0.0209010831304432,0.0148150857851406,0,0.2719108021187905,0.2221318904260456
B202606101113,G202606101110,50065,2026-06-10 11:13:00,2026-06-10 11:13:00+00:00,Isiolo.Isiolo.Ngaremara.Nasuroi.NasuroiBorehole,Source (untreated),Kenya,0.0,False,0.0,336.5,40.0,39.389389,temperature (board),0.3225730851062609,-0.0093313274288843,0,0.8160570110606808,0.3325002073337909
B202606101122,G202606101122,50053,2026-06-10 11:22:00,2026-06-10 11:22:00+00:00,,Treated,Kenya,0.0,False,0.2,899.0,33.0,31.1875,sipm_temperature,-0.024334343685,-0.0150378773645405,0,0.0099968591842378,0.0123862592459401
B202606101122,G202606101122,50065,2026-06-10 11:22:00,2026-06-10 11:22:00+00:00,,Treated,Kenya,0.0,False,0.2,289.5,40.5,37.7919,temperature (board),-0.0378526045322074,0.0,0,0.0576584460740316,0.0730391256163969
B202606101125,G202606101122,50053,2026-06-10 11:25:00,2026-06-10 11:25:00+00:00,,Treated,Kenya,0.0,False,0.2,916.0,34.0,31.398438,sipm_temperature,0.0032526915101023,0.0148150857851406,0,0.2595070189795189,0.2035433473340895
B202606101125,G202606101122,50065,2026-06-10 11:25:00,2026-06-10 11:25:00+00:00,,Treated,Kenya,0.0,False,0.2,302.0,40.0,37.7919,temperature (board),0.0618037136284526,-0.0124225199985572,0,0.1993555147420377,0.0943868004928419
B202606100932,G202606100932,50053,2026-06-10 09:32:00,2026-06-10 09:32:00+00:00,,Source (untreated),Kenya,1.0,False,0.0,995.0,33.0,27.859375,sipm_temperature,0.0330910361847474,-0.0150378773645405,0,0.0557788304293721,0.079318517936825
B202606100932,G202606100932,50065,2026-06-10 09:32:00,2026-06-10 09:32:00+00:00,,Source (untreated),Kenya,1.0,False,0.0,317.5,40.0,30.347076,temperature (board),0.0069850927812389,-0.0093313274288843,0,0.0837875811510835,0.0772714548111243
B202606100937,G202606100932,50053,2026-06-10 09:37:00,2026-06-10 09:37:00+00:00,,Source (untreated),Kenya,0.0,False,0.0,977.0,33.0,28.5,sipm_temperature,0.0248047556200159,-0.0150378773645405,0,0.0493374384942692,0.0688419527885216
B202606100937,G202606100932,50065,2026-06-10 09:37:00,2026-06-10 09:37:00+00:00,,Source (untreated),Kenya,0.0,False,0.0,307.5,41.0,32.913865,temperature (board),-0.0116244817175346,0.0153612851614871,0,0.1971262523143246,0.1888704861011514
B202606110822,G202606110822,50053,2026-06-11 08:22:00,2026-06-11 08:22:00+00:00,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,Source (untreated),Kenya,0.0,False,0.0,653.0,33.0,31.179688,sipm_temperature,-0.3462582760535877,-0.0298529631496811,0,-0.3167032069119793,-0.4020551538798086
B202606110822,G202606110822,50065,2026-06-11 08:22:00,2026-06-11 08:22:00+00:00,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,Source (untreated),Kenya,0.0,False,0.0,300.0,39.0,34.59189,temperature (board),0.1710126889792249,-0.0158985860677982,0,0.398341880353568,0.2054302969587933
B202606110829,G202606110829,50053,2026-06-11 08:29:00,2026-06-11 08:29:00+00:00,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,Source (untreated),Kenya,0.0,False,0.0,638.0,35.0,31.679688,sipm_temperature,-0.3670566337885121,0.0289875368732521,0,0.1171215114462925,-0.1043746474374416
B202606110829,G202606110829,50065,2026-06-11 08:29:00,2026-06-11 08:29:00+00:00,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,Source (untreated),Kenya,0.0,False,0.0,307.0,39.0,37.351288,temperature (board),0.2827862213517678,-0.0158985860677982,0,0.7627108971720696,0.2955082368422133
B202606110832,G202606110829,50053,2026-06-11 08:32:00,2026-06-11 08:32:00+00:00,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,Source (untreated),Kenya,0.0,False,0.0,638.0,35.0,31.679688,sipm_temperature,-0.3670566337885121,0.0289875368732521,0,0.1171215114462925,-0.1043746474374416
