observation_id,barcode,site_name,sample_date,water_type,cbt_ecoli_cfu,cbt_censored,sensor_mon2_raw,sensor_tof_raw,water_temp_c,mon2c_baseline_subtracted,mon2c_normalized,tof_normalized,predicted_log10_cfu_insample,predicted_log10_cfu_loocv,loocv_agreement,who_risk_true,who_risk_predicted
142,50065,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,2026-06-09 06:59:00,Source (untreated),0,FALSE,285.0,41.000,31.56,285.00,-16.00,2.000,-0.0571,-0.0586,TRUE,Conformity,Conformity
143,50053,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,2026-06-09 06:59:00,Source (untreated),0,FALSE,646.0,40.000,29.39,646.00,-152.50,7.000,-0.3504,-0.3823,TRUE,Conformity,Conformity
144,50065,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,2026-06-09 07:01:00,Source (untreated),0,FALSE,285.0,41.000,31.56,285.00,-16.00,2.000,-0.0571,-0.0586,TRUE,Conformity,Conformity
145,50053,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,2026-06-09 07:01:00,Source (untreated),0,FALSE,646.0,40.000,29.39,646.00,-152.50,7.000,-0.3504,-0.3823,TRUE,Conformity,Conformity
146,50065,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,2026-06-09 07:04:00,Source (untreated),0,FALSE,285.0,41.000,31.56,285.00,-16.00,2.000,-0.0571,-0.0586,TRUE,Conformity,Conformity
147,50053,Isiolo.Isiolo.Ngaremara.Kona (Ngalabilabia).KonaBorehole,2026-06-09 07:04:00,Source (untreated),0,FALSE,646.0,40.000,29.39,646.00,-152.50,7.000,-0.3504,-0.3823,TRUE,Conformity,Conformity
148,50065,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,2026-06-09 07:20:00,Treated,1,FALSE,312.0,40.000,34.54,312.00,11.00,1.000,0.3994,0.4006,TRUE,Low,Low
149,50053,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,2026-06-09 07:20:00,Treated,1,FALSE,917.0,34.000,30.40,917.00,118.50,1.000,0.3288,0.3296,TRUE,Low,Low
150,50065,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,2026-06-09 07:23:00,Treated,2,FALSE,312.0,40.000,34.54,312.00,11.00,1.000,0.3994,0.3987,TRUE,Low,Low
151,50053,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,2026-06-09 07:23:00,Treated,2,FALSE,917.0,34.000,30.40,917.00,118.50,1.000,0.3288,0.3247,TRUE,Low,Low
152,50065,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,2026-06-09 07:26:00,Treated,2,FALSE,312.0,40.000,34.54,312.00,11.00,1.000,0.3994,0.3987,TRUE,Low,Low
153,50053,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NearestToBorehole.KonaWaterKiosk,2026-06-09 07:26:00,Treated,2,FALSE,917.0,34.000,30.40,917.00,118.50,1.000,0.3288,0.3247,TRUE,Low,Low
154,50065,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,2026-06-09 07:48:00,Treated,14,FALSE,267.0,41.000,33.69,267.00,-34.00,2.000,-0.1769,-0.2110,FALSE,Intermediate,Conformity
155,50053,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,2026-06-09 07:48:00,Treated,14,FALSE,948.0,34.000,29.89,948.00,149.50,1.000,0.3820,0.3533,TRUE,Intermediate,Low
156,50065,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,2026-06-09 07:51:00,Treated,5,FALSE,267.0,41.000,33.69,267.00,-34.00,2.000,-0.1769,-0.2014,FALSE,Low,Conformity
157,50053,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,2026-06-09 07:51:00,Treated,5,FALSE,948.0,34.000,29.89,948.00,149.50,1.000,0.3820,0.3677,TRUE,Low,Low
158,50065,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,2026-06-09 07:53:00,Treated,5,FALSE,267.0,41.000,33.69,267.00,-34.00,2.000,-0.1769,-0.2014,FALSE,Low,Conformity
159,50053,Isiolo.Isiolo.Ngaremara.Kona(Ngalabilabia).NextToSignPost.ArmartiJuuWaterKiosk,2026-06-09 07:53:00,Treated,5,FALSE,948.0,34.000,29.89,948.00,149.50,1.000,0.3820,0.3677,TRUE,Low,Low
160,50065,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,2026-06-09 08:28:00,Treated,0,FALSE,280.0,40.000,33.58,280.00,-21.00,1.000,-0.0309,-0.0316,TRUE,Conformity,Conformity
161,50053,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,2026-06-09 08:28:00,Treated,0,FALSE,902.0,33.000,30.26,902.00,103.50,0.000,0.2790,0.2863,TRUE,Conformity,Conformity
162,50065,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,2026-06-09 08:30:00,Treated,0,FALSE,280.0,40.000,33.58,280.00,-21.00,1.000,-0.0309,-0.0316,TRUE,Conformity,Conformity
163,50053,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,2026-06-09 08:30:00,Treated,0,FALSE,902.0,33.000,30.26,902.00,103.50,0.000,0.2790,0.2863,TRUE,Conformity,Conformity
164,50065,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,2026-06-09 08:33:00,Treated,0,FALSE,280.0,40.000,33.58,280.00,-21.00,1.000,-0.0309,-0.0316,TRUE,Conformity,Conformity
165,50053,Isiolo.Isiolo.Ngaremara.Near50m3ElevatedSteelTank.ZebraCenterWaterKiosk,2026-06-09 08:33:00,Treated,0,FALSE,902.0,33.000,30.26,902.00,103.50,0.000,0.2790,0.2863,TRUE,Conformity,Conformity
166,50065,,2026-06-09 08:45:00,Treated,1,FALSE,264.0,40.000,39.76,264.00,-37.00,1.000,0.0577,0.0491,TRUE,Low,Conformity
167,50053,,2026-06-09 08:45:00,Treated,1,FALSE,885.0,33.000,31.59,885.00,86.50,0.000,0.2980,0.2979,TRUE,Low,Conformity
168,50065,,2026-06-09 08:48:00,Treated,0,FALSE,264.0,40.000,39.76,264.00,-37.00,1.000,0.0577,0.0598,TRUE,Conformity,Conformity
169,50053,,2026-06-09 08:48:00,Treated,0,FALSE,885.0,33.000,31.59,885.00,86.50,0.000,0.2980,0.3048,TRUE,Conformity,Low
170,50065,,2026-06-10 07:26:00,Source (untreated),0,FALSE,312.0,40.000,30.39,312.00,11.00,1.000,0.2098,0.2137,TRUE,Conformity,Conformity
171,50053,,2026-06-10 07:26:00,Source (untreated),0,FALSE,1022.0,33.000,25.85,1022.00,223.50,0.000,0.3739,0.4046,TRUE,Conformity,Low
172,50065,,2026-06-10 07:30:00,Source (untreated),0,FALSE,312.0,40.000,30.39,312.00,11.00,1.000,0.2098,0.2137,TRUE,Conformity,Conformity
173,50053,,2026-06-10 07:30:00,Source (untreated),0,FALSE,1022.0,33.000,25.85,1022.00,223.50,0.000,0.3739,0.4046,TRUE,Conformity,Low
174,50065,Isiolo.Isiolo.Ngaremara.Nasuroi.NearestToFarm.WaterKiosk2,2026-06-10 07:53:00,Source (untreated),14,FALSE,338.0,40.000,32.36,338.00,37.00,1.000,0.6140,0.6070,TRUE,Intermediate,Low
175,50053,Isiolo.Isiolo.Ngaremara.Nasuroi.NearestToFarm.WaterKiosk2,2026-06-10 07:53:00,Source (untreated),14,FALSE,968.0,33.000,29.63,968.00,169.50,0.000,0.4132,0.3803,TRUE,Intermediate,Low
176,50065,Isiolo.Isiolo.Ngaremara.Nasuroi.NearestToFarm.WaterKiosk2,2026-06-10 07:57:00,Source (untreated),48,FALSE,338.0,40.000,32.36,338.00,37.00,1.000,0.6140,0.6001,FALSE,Intermediate,Low
177,50053,Isiolo.Isiolo.Ngaremara.Nasuroi.NearestToFarm.WaterKiosk2,2026-06-10 07:57:00,Source (untreated),48,FALSE,968.0,33.000,29.63,968.00,169.50,0.000,0.4132,0.3580,FALSE,Intermediate,Low
178,50065,Isiolo.Isiolo.Ngaremara.Nasuroi.ClaraChlorinationSystem,2026-06-10 10:45:00,Treated,0,FALSE,286.0,40.000,30.96,286.00,-15.00,1.000,-0.0782,-0.0805,TRUE,Conformity,Conformity
179,50053,Isiolo.Isiolo.Ngaremara.Nasuroi.ClaraChlorinationSystem,2026-06-10 10:45:00,Treated,0,FALSE,923.0,34.000,30.75,923.00,124.50,1.000,0.3594,0.3699,TRUE,Conformity,Low
180,50065,Isiolo.Isiolo.Ngaremara.Nasuroi.ClaraChlorinationSystem,2026-06-10 10:50:00,Treated,0,FALSE,286.0,40.000,30.96,286.00,-15.00,1.000,-0.0782,-0.0805,TRUE,Conformity,Conformity
181,50053,Isiolo.Isiolo.Ngaremara.Nasuroi.ClaraChlorinationSystem,2026-06-10 10:50:00,Treated,0,FALSE,923.0,34.000,30.75,923.00,124.50,1.000,0.3594,0.3699,TRUE,Conformity,Low
182,50065,Isiolo.Isiolo.Ngaremara.Nasuroi.NasuroiBorehole,2026-06-10 11:10:00,Source (untreated),0,FALSE,324.0,40.000,39.29,324.00,23.00,1.000,0.7613,0.7901,TRUE,Conformity,Low
183,50053,Isiolo.Isiolo.Ngaremara.Nasuroi.NasuroiBorehole,2026-06-10 11:10:00,Source (untreated),0,FALSE,929.0,34.000,31.54,929.00,130.50,1.000,0.4102,0.4227,TRUE,Conformity,Low
184,50065,Isiolo.Isiolo.Ngaremara.Nasuroi.NasuroiBorehole,2026-06-10 11:13:00,Source (untreated),0,FALSE,286.0,41.000,37.79,286.00,-15.00,2.000,0.2398,0.2448,TRUE,Conformity,Conformity
185,50053,Isiolo.Isiolo.Ngaremara.Nasuroi.NasuroiBorehole,2026-06-10 11:13:00,Source (untreated),0,FALSE,899.0,33.000,31.54,899.00,100.50,0.000,0.3300,0.3382,TRUE,Conformity,Low
186,50065,,2026-06-10 11:22:00,Treated,0,FALSE,286.0,41.000,37.79,286.00,-15.00,2.000,0.2398,0.2448,TRUE,Conformity,Conformity
187,50053,,2026-06-10 11:22:00,Treated,0,FALSE,899.0,33.000,31.54,899.00,100.50,0.000,0.3300,0.3382,TRUE,Conformity,Low
188,50065,,2026-06-10 11:25:00,Treated,0,FALSE,286.0,41.000,37.79,286.00,-15.00,2.000,0.2398,0.2448,TRUE,Conformity,Conformity
189,50053,,2026-06-10 11:25:00,Treated,0,FALSE,899.0,33.000,31.54,899.00,100.50,0.000,0.3300,0.3382,TRUE,Conformity,Low
190,50065,,2026-06-10 09:32:00,Source (untreated),1,FALSE,307.0,41.000,32.44,307.00,6.00,2.000,0.2491,0.2485,TRUE,Low,Conformity
191,50053,,2026-06-10 09:32:00,Source (untreated),1,FALSE,977.0,33.000,28.72,977.00,178.50,0.000,0.3940,0.3986,TRUE,Low,Low
192,50065,,2026-06-10 09:37:00,Source (untreated),0,FALSE,307.0,41.000,32.44,307.00,6.00,2.000,0.2491,0.2521,TRUE,Conformity,Conformity
193,50053,,2026-06-10 09:37:00,Source (untreated),0,FALSE,977.0,33.000,28.72,977.00,178.50,0.000,0.3940,0.4132,TRUE,Conformity,Low
194,50065,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,2026-06-11 08:22:00,Source (untreated),0,FALSE,300.0,39.000,34.59,300.00,-1.00,0.000,0.2507,0.2536,TRUE,Conformity,Conformity
195,50053,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,2026-06-11 08:22:00,Source (untreated),0,FALSE,638.0,35.000,31.91,638.00,-160.50,2.000,-0.2858,-0.3081,TRUE,Conformity,Conformity
196,50065,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,2026-06-11 08:29:00,Source (untreated),0,FALSE,300.0,39.000,34.59,300.00,-1.00,0.000,0.2507,0.2536,TRUE,Conformity,Conformity
197,50053,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,2026-06-11 08:29:00,Source (untreated),0,FALSE,638.0,35.000,31.91,638.00,-160.50,2.000,-0.2858,-0.3081,TRUE,Conformity,Conformity
198,50065,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,2026-06-11 08:32:00,Source (untreated),0,FALSE,300.0,39.000,34.59,300.00,-1.00,0.000,0.2507,0.2536,TRUE,Conformity,Conformity
199,50053,Isiolo.Garbatulla.Kulamawe 1 (police station).Borehole,2026-06-11 08:32:00,Source (untreated),0,FALSE,638.0,35.000,31.91,638.00,-160.50,2.000,-0.2858,-0.3081,TRUE,Conformity,Conformity
200,50065,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,2026-06-11 09:14:00,Treated,0,FALSE,269.0,40.000,38.07,269.00,-32.00,1.000,0.0409,0.0419,TRUE,Conformity,Conformity
201,50065,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,2026-06-11 09:16:00,Treated,0,FALSE,268.0,39.000,38.51,268.00,-33.00,0.000,0.0431,0.0443,TRUE,Conformity,Conformity
202,50053,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,2026-06-11 09:16:00,Treated,0,FALSE,844.0,34.000,32.12,844.00,45.50,1.000,0.2268,0.2313,TRUE,Conformity,Conformity
203,50065,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,2026-06-11 08:50:00,Source (untreated),2,FALSE,284.0,39.000,35.20,284.00,-17.00,0.000,0.0850,0.0788,TRUE,Low,Conformity
204,50053,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,2026-06-11 08:50:00,Source (untreated),2,FALSE,887.0,33.000,31.63,887.00,88.50,0.000,0.3045,0.3006,TRUE,Low,Conformity
205,50065,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,2026-06-11 08:53:00,Source (untreated),1,FALSE,284.0,39.000,35.20,284.00,-17.00,0.000,0.0850,0.0816,TRUE,Low,Conformity
206,50053,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,2026-06-11 08:53:00,Source (untreated),1,FALSE,887.0,33.000,31.63,887.00,88.50,0.000,0.3045,0.3047,TRUE,Low,Low
207,50065,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,2026-06-11 08:56:00,Source (untreated),2,FALSE,284.0,39.000,35.20,284.00,-17.00,0.000,0.0850,0.0788,TRUE,Low,Conformity
208,50053,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,2026-06-11 08:56:00,Source (untreated),2,FALSE,887.0,33.000,31.63,887.00,88.50,0.000,0.3045,0.3006,TRUE,Low,Conformity
209,50065,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,2026-06-11 09:24:00,Treated,0,FALSE,268.0,39.000,38.51,268.00,-33.00,0.000,0.0431,0.0443,TRUE,Conformity,Conformity
210,50053,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,2026-06-11 09:24:00,Treated,0,FALSE,840.0,34.000,32.04,840.00,41.50,1.000,0.2133,0.2176,TRUE,Conformity,Conformity
211,50065,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,2026-06-11 09:29:00,Treated,0,FALSE,268.0,39.000,38.51,268.00,-33.00,0.000,0.0431,0.0443,TRUE,Conformity,Conformity
212,50053,Isiolo.Garbatula.Kinna.Kulamawe1 (Police station).Near Old Livestock troughts.Stand tap 1,2026-06-11 09:29:00,Treated,0,FALSE,840.0,34.000,32.04,840.00,41.50,1.000,0.2133,0.2176,TRUE,Conformity,Conformity
